award,film,nominee_x,year,genre,win,nominee_y
FILM EDITING,Jerry Maguire,Joe Hutshing,1996,M,0.0,
MUSIC (Original Score),Shine,David Hirschfelder,1996,M,0.0,
FILM EDITING,Fargo,Roderick Jaynes,1996,M,0.0,
FILM EDITING,The English Patient,Walter Murch,1996,M,0.0,
SHORT FILM (Live Action),Wordless,"Bernadette Carranza, Antonello De Leo",1996,X,0.0,2.0
SHORT FILM (Live Action),Esposados,Juan Carlos Fresnadillo,1996,M,0.0,
SHORT FILM (Live Action),Ernst & Lyset,"Kim Magnusson, Anders Thomas Jensen",1996,M,0.0,
SHORT FILM (Live Action),Dear Diary,"David Frankel, Barry Jossen",1996,M,0.0,
SHORT FILM (Live Action),"De Tripas, Corazon",Antonio Urrutia,1996,M,0.0,
SHORT FILM (Animated),Wat's Pig,Peter Lord,1996,M,0.0,
SHORT FILM (Animated),Quest,"Tyron Montgomery, Thomas Stellmach",1996,M,0.0,
SHORT FILM (Animated),La Salla,Richard Condie,1996,M,0.0,
BEST PICTURE,Jerry Maguire,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",1996,M,0.0,
SHORT FILM (Animated),Canhead,"Timothy Hittle, Chris Peterson",1996,M,0.0,
FILM EDITING,Evita,Gerry Hambling,1996,M,0.0,
MUSIC (Original Score),Michael Collins,Elliot Goldenthal,1996,M,0.0,
MUSIC (Original Score),Hamlet,Patrick Doyle,1996,M,0.0,
MUSIC (Original Score),The English Patient,Gabriel Yared,1996,M,0.0,
WRITING (Adapted Screenplay),Trainspotting,John Hodge,1996,M,0.0,
WRITING (Original Screenplay),Fargo,"Ethan Coen, Joel Coen",1996,M,0.0,
WRITING (Original Screenplay),Jerry Maguire,Cameron Crowe,1996,M,0.0,
WRITING (Original Screenplay),Secrets & Lies,Mike Leigh,1996,M,0.0,
WRITING (Adapted Screenplay),Sling Blade,Billy Bob Thornton,1996,M,0.0,
WRITING (Original Screenplay),Shine,Screenplay by Jan Sardi; Story by Scott Hicks,1996,M,0.0,
DIRECTING,Fargo,Joel Coen,1996,M,0.0,
WRITING (Adapted Screenplay),Hamlet,Kenneth Branagh,1996,M,0.0,
VISUAL EFFECTS,Independence Day,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",1996,M,0.0,
WRITING (Adapted Screenplay),The Crucible,Arthur Miller,1996,M,0.0,
VISUAL EFFECTS,Twister,"Stefen Fangmeier, John Frazier, Habib Zargarpour, Henry La Bounta",1996,M,0.0,
VISUAL EFFECTS,Dragonheart,"Scott Squires, Phil Tippett, James Straus, Kit West",1996,M,0.0,
SOUND EDITING,The Ghost and the Darkness,Bruce Stambler,1996,M,0.0,
SOUND EDITING,Eraser,"Alan Robert Murray, Bub Asman",1996,M,0.0,
SOUND EDITING,Daylight,"Richard L. Anderson, David A. Whittaker",1996,M,0.0,
WRITING (Adapted Screenplay),The English Patient,Anthony Minghella,1996,M,0.0,
BEST PICTURE,Fargo,"Ethan Coen, Producer",1996,M,0.0,
MAKEUP AND HAIRSTYLING,Ghosts of Mississippi,"Matthew W. Mungle, Deborah La Mia Denaver",1996,X,0.0,2.0
MAKEUP AND HAIRSTYLING,The Nutty Professor,"Rick Baker, David LeRoy Anderson",1996,M,0.0,
MAKEUP AND HAIRSTYLING,Star Trek: First Contact,"Michael Westmore, Scott Wheeler, Jake Garber",1996,M,0.0,
DIRECTING,Shine,Scott Hicks,1996,M,0.0,
DOCUMENTARY (Feature),Mandela,"Jo Menell, Angus Gibson",1996,M,0.0,
DOCUMENTARY (Feature),Tell the Truth and Run: George Seldes and the American Press,Rick Goldsmith,1996,M,0.0,
DOCUMENTARY (Feature),When We Were Kings,"Leon Gast, David Sonenberg",1996,M,0.0,
PRODUCTION DESIGN,Evita,Art Direction: Brian Morris; Set Decoration: Philippe Turlure,1996,M,0.0,
BEST PICTURE,Shine,"Jane Scott, Producer",1996,F,0.0,
MUSIC (Original Song),"""Because You Loved Me"" from Up Close and Personal",Music and Lyric by Diane Warren,1996,F,0.0,
FILM EDITING,Shine,Pip Karmel,1996,F,0.0,
DOCUMENTARY (Short Subject),Special Effects,"Susanne Simpson, Ben Burtt",1996,X,0.0,2.0
DOCUMENTARY (Short Subject),Breathing Lessons: The Life and Work of Mark O'Brien,Jessica Yu,1996,F,0.0,
DOCUMENTARY (Feature),Suzanne Farrell: Elusive Muse,"Anne Belle, Deborah Dickson",1996,F,0.0,
COSTUME DESIGN,The Portrait of a Lady,Janet Patterson,1996,F,0.0,
COSTUME DESIGN,Hamlet,Alex Byrne,1996,F,0.0,
COSTUME DESIGN,The English Patient,Ann Roth,1996,F,0.0,
COSTUME DESIGN,Emma,Ruth Myers,1996,F,0.0,
PRODUCTION DESIGN,William Shakespeare's Romeo & Juliet,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,1996,F,0.0,
PRODUCTION DESIGN,The English Patient,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,1996,X,0.0,2.0
DOCUMENTARY (Feature),The Line King: The Al Hirschfeld Story,Susan W. Dryfoos,1996,F,0.0,
MUSIC (Original Score),Emma,Rachel Portman,1996,F,0.0,
PRODUCTION DESIGN,The Birdcage,Art Direction: Bo Welch; Set Decoration: Cheryl Carasik,1996,X,0.0,2.0
DOCUMENTARY (Short Subject),Cosmic Voyage,"Jeffrey Marvin, Bayley Silleck",1996,M,0.0,
DOCUMENTARY (Short Subject),An Essay on Matisse,Perry Wolff,1996,M,0.0,
DOCUMENTARY (Short Subject),The Wild Bunch: An Album in Montage,"Paul Seydor, Nick Redman",1996,M,0.0,
DIRECTING,Secrets & Lies,Mike Leigh,1996,M,0.0,
MUSIC (Original Song),"""You Must Love Me"" from Evita",Music by Andrew Lloyd Webber; Lyric by Tim Rice,1996,M,0.0,
DIRECTING,The People vs. Larry Flynt,Milos Forman,1996,M,0.0,
DIRECTING,The English Patient,Anthony Minghella,1996,M,0.0,
COSTUME DESIGN,Angels and Insects,Paul Brown,1996,M,0.0,
CINEMATOGRAPHY,Fly Away Home,Caleb Deschanel,1996,M,0.0,
CINEMATOGRAPHY,Fargo,Roger Deakins,1996,M,0.0,
CINEMATOGRAPHY,Evita,Darius Khondji,1996,M,0.0,
CINEMATOGRAPHY,The English Patient,John Seale,1996,M,0.0,
PRODUCTION DESIGN,Hamlet,Tim Harvey,1996,M,0.0,
WRITING (Original Screenplay),Lone Star,John Sayles,1996,M,0.0,
MAKEUP AND HAIRSTYLING,Men in Black,"Rick Baker, David LeRoy Anderson",1997,M,0.0,
SHORT FILM (Animated),Redux Riding Hood,"Steve Moore, Dan O'Shannon",1997,M,0.0,
PRODUCTION DESIGN,Gattaca,Art Direction: Jan Roelfs; Set Decoration: Nancy Nye,1997,X,0.0,2.0
DOCUMENTARY (Feature),Ayn Rand: A Sense of Life,Michael Paxton,1997,M,0.0,
MUSIC (Original Score),My Best Friend's Wedding,James Newton Howard,1997,M,0.0,
SHORT FILM (Live Action),Dance Lexie Dance,"Pearse Moore, Tim Loane",1997,M,0.0,
SHORT FILM (Animated),The Mermaid,Alexander Petrov,1997,M,0.0,
SHORT FILM (Animated),La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),Sylvain Chomet,1997,M,0.0,
SHORT FILM (Animated),Geri's Game,Jan Pinkava,1997,M,0.0,
BEST PICTURE,Titanic,"James Cameron and Jon Landau, Producers",1997,M,0.0,
BEST PICTURE,L.A. Confidential,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",1997,M,0.0,
BEST PICTURE,Good Will Hunting,"Lawrence Bender, Producer",1997,M,0.0,
BEST PICTURE,The Full Monty,"Uberto Pasolini, Producer",1997,M,0.0,
BEST PICTURE,As Good as It Gets,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",1997,X,0.0,2.0
MUSIC (Original Song),"""My Heart Will Go On"" from Titanic",Music by James Horner; Lyric by Will Jennings,1997,M,0.0,
MUSIC (Original Song),"""Journey To The Past"" from Anastasia",Music by Stephen Flaherty; Lyric by Lynn Ahrens,1997,X,0.0,2.0
MUSIC (Original Song),"""Go The Distance"" from Hercules",Music by Alan Menken; Lyric by David Zippel,1997,M,0.0,
MUSIC (Original Score),Men in Black,Danny Elfman,1997,M,0.0,
MUSIC (Original Score),As Good as It Gets,Hans Zimmer,1997,M,0.0,
MUSIC (Original Score),Anastasia,Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,1997,X,0.0,2.0
MUSIC (Original Score),Titanic,James Horner,1997,M,0.0,
MUSIC (Original Score),L.A. Confidential,Jerry Goldsmith,1997,M,0.0,
MUSIC (Original Score),Kundun,Philip Glass,1997,M,0.0,
MUSIC (Original Score),Good Will Hunting,Danny Elfman,1997,M,0.0,
MUSIC (Original Score),Amistad,John Williams,1997,M,0.0,
MAKEUP AND HAIRSTYLING,Titanic,"Tina Earnshaw, Greg Cannom, Simon Thompson",1997,X,0.0,2.0
FILM EDITING,Titanic,"Conrad Buff, James Cameron, Richard A. Harris",1997,M,0.0,
MUSIC (Original Song),"""Miss Misery"" from Good Will Hunting",Music and Lyric by Elliott Smith,1997,M,0.0,
SHORT FILM (Live Action),It's Good to Talk,"Roger Goldby, Barney Reisz",1997,M,0.0,
SHORT FILM (Animated),Famous Fred,Joanna Quinn,1997,F,0.0,
DOCUMENTARY (Feature),Colors Straight Up,"Mich̬le Ohayon, Julia Schachter",1997,F,0.0,
COSTUME DESIGN,The Wings of the Dove,Sandy Powell,1997,F,0.0,
WRITING (Adapted Screenplay),Wag the Dog,"Hilary Henkin, David Mamet",1997,X,0.0,2.0
COSTUME DESIGN,Titanic,Deborah L. Scott,1997,F,0.0,
COSTUME DESIGN,Oscar and Lucinda,Janet Patterson,1997,F,0.0,
COSTUME DESIGN,Amistad,Ruth E. Carter,1997,F,0.0,
PRODUCTION DESIGN,Men in Black,Art Direction: Bo Welch; Set Decoration: Cheryl Carasik,1997,X,0.0,2.0
PRODUCTION DESIGN,L.A. Confidential,Art Direction: Jeannine Oppewall; Set Decoration: Jay R. Hart,1997,X,0.0,2.0
PRODUCTION DESIGN,Kundun,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,1997,X,0.0,2.0
DOCUMENTARY (Short Subject),Daughter of the Bride,Terri Randall,1997,F,0.0,
DOCUMENTARY (Short Subject),Still Kicking: The Fabulous Palm Springs Follies,"Mel Damski, Andrea Blaugrund",1997,X,0.0,2.0
DOCUMENTARY (Short Subject),A Story of Healing,"Donna Dewey, Carol Pasternak",1997,F,0.0,
MAKEUP AND HAIRSTYLING,Mrs. Brown,"Lisa Westcott, Veronica Brebner, Beverley Binda",1997,F,0.0,
MUSIC (Original Score),The Full Monty,Anne Dudley,1997,F,0.0,
MUSIC (Original Song),"""How Do I Live"" from Con Air",Music and Lyric by Diane Warren,1997,F,0.0,
FILM EDITING,As Good as It Gets,Richard Marks,1997,M,0.0,
WRITING (Original Screenplay),Good Will Hunting,"Ben Affleck, Matt Damon",1997,M,0.0,
CINEMATOGRAPHY,Kundun,Roger Deakins,1997,M,0.0,
CINEMATOGRAPHY,Titanic,Russell Carpenter,1997,M,0.0,
DIRECTING,Titanic,James Cameron,1997,M,0.0,
CINEMATOGRAPHY,The Wings of the Dove,Eduardo Serra,1997,M,0.0,
DOCUMENTARY (Short Subject),Amazon,"Kieth Merrill, Jonathan Stern",1997,M,0.0,
DOCUMENTARY (Short Subject),Alaska: Spirit of the Wild,"George Casey, Paul Novros",1997,M,0.0,
DOCUMENTARY (Feature),Waco: The Rules of Engagement,"Dan Gifford, William Gazecki",1997,M,0.0,
DOCUMENTARY (Feature),4 Little Girls,"Spike Lee, Sam Pollard",1997,M,0.0,
DOCUMENTARY (Feature),The Long Way Home,"Rabbi Marvin Hier, Richard Trank",1997,M,0.0,
DIRECTING,The Sweet Hereafter,Atom Egoyan,1997,M,0.0,
DIRECTING,L.A. Confidential,Curtis Hanson,1997,M,0.0,
DIRECTING,Good Will Hunting,Gus Van Sant,1997,M,0.0,
DIRECTING,The Full Monty,Peter Cattaneo,1997,M,0.0,
COSTUME DESIGN,Kundun,Dante Ferretti,1997,M,0.0,
SHORT FILM (Live Action),Sweethearts?,"Birger Larsen, Thomas Lydholm",1997,M,0.0,
CINEMATOGRAPHY,Amistad,Janusz Kaminski,1997,M,0.0,
WRITING (Original Screenplay),The Full Monty,Simon Beaufoy,1997,M,0.0,
WRITING (Original Screenplay),Deconstructing Harry,Woody Allen,1997,M,0.0,
WRITING (Original Screenplay),Boogie Nights,Paul Thomas Anderson,1997,M,0.0,
WRITING (Original Screenplay),As Good as It Gets,"Screenplay by Mark Andrus, James L. Brooks; Story by Mark Andrus",1997,M,0.0,
WRITING (Adapted Screenplay),The Wings of the Dove,Hossein Amini,1997,M,0.0,
WRITING (Adapted Screenplay),The Sweet Hereafter,Atom Egoyan,1997,M,0.0,
WRITING (Adapted Screenplay),L.A. Confidential,"Brian Helgeland, Curtis Hanson",1997,M,0.0,
WRITING (Adapted Screenplay),Donnie Brasco,Paul Attanasio,1997,M,0.0,
VISUAL EFFECTS,Titanic,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",1997,M,0.0,
VISUAL EFFECTS,Starship Troopers,"Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson",1997,M,0.0,
VISUAL EFFECTS,The Lost World: Jurassic Park,"Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri",1997,M,0.0,
PRODUCTION DESIGN,Titanic,Art Direction: Peter Lamont; Set Decoration: Michael Ford,1997,M,0.0,
SOUND EDITING,Titanic,"Tom Bellfort, Christopher Boyes",1997,M,0.0,
SOUND EDITING,Face/Off,"Mark P. Stoeckinger, Per Hallberg",1997,M,0.0,
SHORT FILM (Live Action),Wolfgang,"Kim Magnusson, Anders Thomas Jensen",1997,M,0.0,
SHORT FILM (Live Action),Visas and Virtue,"Chris Tashima, Chris Donahue",1997,M,0.0,
FILM EDITING,L.A. Confidential,Peter Honess,1997,M,0.0,
FILM EDITING,Good Will Hunting,Pietro Scalia,1997,M,0.0,
FILM EDITING,Air Force One,Richard Francis-Bruce,1997,M,0.0,
CINEMATOGRAPHY,L.A. Confidential,Dante Spinotti,1997,M,0.0,
SOUND EDITING,The Fifth Element,Mark Mangini,1997,M,0.0,
FILM EDITING,The Thin Red Line,"Billy Weber, Leslie Jones, Saar Klein",1998,X,0.0,2.0
FILM EDITING,Out of Sight,Anne V. Coates,1998,F,0.0,
MAKEUP AND HAIRSTYLING,Saving Private Ryan,"Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke",1998,X,0.0,2.0
DOCUMENTARY (Short Subject),The Personals: Improvisations on Romance in the Golden Years,Keiko Ibi,1998,F,0.0,
MAKEUP AND HAIRSTYLING,Elizabeth,Jenny Shircore,1998,F,0.0,
FILM EDITING,Life Is Beautiful,Simona Paggi,1998,F,0.0,
DOCUMENTARY (Feature),Regret to Inform,"Barbara Sonneborn, Janet Cole",1998,F,0.0,
FILM EDITING,Shakespeare in Love,David Gamble,1998,M,0.0,
DOCUMENTARY (Feature),Dancemaker,"Matthew Diamond, Jerry Kupfer",1998,M,0.0,
MUSIC (Original Score),Elizabeth,David Hirschfelder,1998,M,0.0,
MUSIC (Original Score),Pleasantville,Randy Newman,1998,M,0.0,
MUSIC (Original Score),Saving Private Ryan,John Williams,1998,M,0.0,
MUSIC (Original Score),The Thin Red Line,Hans Zimmer,1998,M,0.0,
MUSIC (Original Score),A Bug's Life,Randy Newman,1998,M,0.0,
MUSIC (Original Score),Mulan,Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith,1998,M,0.0,
MUSIC (Original Score),Patch Adams,Marc Shaiman,1998,M,0.0,
MUSIC (Original Score),The Prince of Egypt,Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,1998,M,0.0,
MUSIC (Original Score),Shakespeare in Love,Stephen Warbeck,1998,M,0.0,
MUSIC (Original Song),"""The Prayer"" from Quest for Camelot","Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa",1998,X,0.0,2.0
MUSIC (Original Score),Life Is Beautiful,Nicola Piovani,1998,M,0.0,
DIRECTING,The Truman Show,Peter Weir,1998,M,0.0,
DIRECTING,The Thin Red Line,Terrence Malick,1998,M,0.0,
DIRECTING,Shakespeare in Love,John Madden,1998,M,0.0,
MUSIC (Original Song),"""When You Believe"" from The Prince of Egypt",Music and Lyric by Stephen Schwartz,1998,M,0.0,
FILM EDITING,Saving Private Ryan,Michael Kahn,1998,M,0.0,
PRODUCTION DESIGN,Elizabeth,Art Direction: John Myhre; Set Decoration: Peter Howitt,1998,M,0.0,
DOCUMENTARY (Short Subject),Sunrise over Tiananmen Square,"Shui-Bo Wang, Donald McWilliams",1998,M,0.0,
DOCUMENTARY (Feature),Lenny Bruce: Swear to Tell the Truth,Robert B. Weide,1998,M,0.0,
PRODUCTION DESIGN,Shakespeare in Love,Art Direction: Martin Childs; Set Decoration: Jill Quertier,1998,X,0.0,2.0
PRODUCTION DESIGN,Saving Private Ryan,Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh,1998,X,0.0,2.0
COSTUME DESIGN,Elizabeth,Alexandra Byrne,1998,F,0.0,
COSTUME DESIGN,Shakespeare in Love,Sandy Powell,1998,F,0.0,
COSTUME DESIGN,Velvet Goldmine,Sandy Powell,1998,F,0.0,
DOCUMENTARY (Feature),"The Farm: Angola, U.S.A.","Jonathan Stack, Liz Garbus",1998,X,0.0,2.0
MAKEUP AND HAIRSTYLING,Shakespeare in Love,"Lisa Westcott, Veronica Brebner",1998,F,0.0,
COSTUME DESIGN,Pleasantville,Judianna Makovsky,1998,F,0.0,
BEST PICTURE,Shakespeare in Love,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",1998,X,0.0,2.0
BEST PICTURE,Life Is Beautiful,"Elda Ferri and Gianluigi Braschi, Producers",1998,X,0.0,2.0
BEST PICTURE,Elizabeth,"Alison Owen, Eric Fellner and Tim Bevan, Producers",1998,X,0.0,2.0
MUSIC (Original Song),"""A Soft Place To Fall"" from The Horse Whisperer",Music and Lyric by Allison Moorer and Gwil Owen,1998,X,0.0,2.0
MUSIC (Original Song),"""I Don't Want To Miss A Thing"" from Armageddon",Music and Lyric by Diane Warren,1998,F,0.0,
PRODUCTION DESIGN,Pleasantville,Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart,1998,X,0.0,2.0
DOCUMENTARY (Feature),The Last Days,"James Moll, Ken Lipper",1998,M,0.0,
DOCUMENTARY (Short Subject),A Place in the Land,Charles Guggenheim,1998,M,0.0,
PRODUCTION DESIGN,What Dreams May Come,Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr,1998,X,0.0,2.0
SOUND EDITING,Armageddon,George Watters II,1998,M,0.0,
MUSIC (Original Song),"""That'll Do"" from Babe: Pig in the City",Music and Lyric by Randy Newman,1998,M,0.0,
BEST PICTURE,Saving Private Ryan,"Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers",1998,M,0.0,
BEST PICTURE,The Thin Red Line,"Robert Michael Geisler, John Roberdeau and Grant Hill, Producers",1998,M,0.0,
WRITING (Original Screenplay),The Truman Show,Andrew Niccol,1998,M,0.0,
SHORT FILM (Animated),The Canterbury Tales,"Christopher Grace, Jonathan Myerson",1998,M,0.0,
SHORT FILM (Animated),More,"Mark Osborne, Steve Kalafer",1998,M,0.0,
SHORT FILM (Animated),Bunny,Chris Wedge,1998,M,0.0,
SHORT FILM (Live Action),Culture,"Will Speck, Josh Gordon",1998,M,0.0,
SHORT FILM (Live Action),Election Night (Valgaften),"Kim Magnusson, Anders Thomas Jensen",1998,M,0.0,
SHORT FILM (Live Action),Holiday Romance,"Alexander Jovy, JJ Keith",1998,M,0.0,
SHORT FILM (Live Action),La Carte Postale (The Postcard),Vivian Goffette,1998,M,0.0,
SHORT FILM (Live Action),Victor,"Simon Sandquist, Joel Bergvall",1998,M,0.0,
SHORT FILM (Animated),When Life Departs,"Karsten Kiilerich, Stefan Fjeldmark",1998,M,0.0,
SHORT FILM (Animated),Jolly Roger,Mark Baker,1998,M,0.0,
WRITING (Original Screenplay),Shakespeare in Love,"Marc Norman, Tom Stoppard",1998,M,0.0,
WRITING (Original Screenplay),Life Is Beautiful,"Vincenzo Cerami, Roberto Benigni",1998,M,0.0,
CINEMATOGRAPHY,A Civil Action,Conrad L. Hall,1998,M,0.0,
CINEMATOGRAPHY,Elizabeth,Remi Adefarasin,1998,M,0.0,
CINEMATOGRAPHY,Saving Private Ryan,Janusz Kaminski,1998,M,0.0,
CINEMATOGRAPHY,Shakespeare in Love,Richard Greatrex,1998,M,0.0,
WRITING (Original Screenplay),Saving Private Ryan,Robert Rodat,1998,M,0.0,
DIRECTING,Life Is Beautiful,Roberto Benigni,1998,M,0.0,
DIRECTING,Saving Private Ryan,Steven Spielberg,1998,M,0.0,
WRITING (Adapted Screenplay),Primary Colors,Elaine May,1998,F,0.0,
CINEMATOGRAPHY,The Thin Red Line,John Toll,1998,M,0.0,
SOUND EDITING,The Mask of Zorro,David McMoyler,1998,M,0.0,
WRITING (Adapted Screenplay),The Thin Red Line,Terrence Malick,1998,M,0.0,
WRITING (Adapted Screenplay),A Simple Plan,Scott B. Smith,1998,M,0.0,
WRITING (Adapted Screenplay),Out of Sight,Scott Frank,1998,M,0.0,
WRITING (Original Screenplay),Bulworth,"Screenplay by Warren Beatty, Jeremy Pikser; Story by Warren Beatty",1998,M,0.0,
VISUAL EFFECTS,What Dreams May Come,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",1998,M,0.0,
VISUAL EFFECTS,Mighty Joe Young,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",1998,M,0.0,
VISUAL EFFECTS,Armageddon,"Richard R. Hoover, Pat McClung, John Frazier",1998,M,0.0,
SOUND EDITING,Saving Private Ryan,"Gary Rydstrom, Richard Hymns",1998,M,0.0,
WRITING (Adapted Screenplay),Gods and Monsters,Bill Condon,1998,M,0.0,
COSTUME DESIGN,Beloved,Colleen Atwood,1998,F,0.0,
WRITING (Original Screenplay),Magnolia,Paul Thomas Anderson,1999,M,0.0,
WRITING (Original Screenplay),American Beauty,Alan Ball,1999,M,0.0,
WRITING (Adapted Screenplay),The Talented Mr. Ripley,Anthony Minghella,1999,M,0.0,
WRITING (Adapted Screenplay),The Insider,"Eric Roth, Michael Mann",1999,M,0.0,
WRITING (Original Screenplay),The Sixth Sense,M. Night Shyamalan,1999,M,0.0,
WRITING (Adapted Screenplay),Election,"Alexander Payne, Jim Taylor",1999,M,0.0,
VISUAL EFFECTS,Stuart Little,"John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard",1999,M,0.0,
VISUAL EFFECTS,Star Wars Episode I: The Phantom Menace,"John Knoll, Dennis Muren, Scott Squires, Rob Coleman",1999,M,0.0,
VISUAL EFFECTS,The Matrix,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",1999,M,0.0,
SOUND EDITING,Star Wars Episode I: The Phantom Menace,"Ben Burtt, Tom Bellfort",1999,M,0.0,
SOUND EDITING,Fight Club,"Ren Klyce, Richard Hymns",1999,M,0.0,
WRITING (Original Screenplay),Being John Malkovich,Charlie Kaufman,1999,M,0.0,
CINEMATOGRAPHY,American Beauty,Conrad L. Hall,1999,M,0.0,
PRODUCTION DESIGN,Topsy-Turvy,"Art Direction: Eve Stewart; Set Decoration: Eve Stewart, John Bush",1999,X,0.0,2.0
PRODUCTION DESIGN,The Talented Mr. Ripley,Art Direction: Roy Walker; Set Decoration: Bruno Cesari,1999,M,0.0,
PRODUCTION DESIGN,Sleepy Hollow,Art Direction: Rick Heinrichs; Set Decoration: Peter Young,1999,M,0.0,
PRODUCTION DESIGN,The Cider House Rules,Art Direction: David Gropman; Set Decoration: Beth Rubino,1999,X,0.0,2.0
PRODUCTION DESIGN,Anna and the King,Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker,1999,X,0.0,2.0
CINEMATOGRAPHY,The End of the Affair,Roger Pratt,1999,M,0.0,
CINEMATOGRAPHY,The Insider,Dante Spinotti,1999,M,0.0,
CINEMATOGRAPHY,Sleepy Hollow,Emmanuel Lubezki,1999,M,0.0,
CINEMATOGRAPHY,Snow Falling on Cedars,Robert Richardson,1999,M,0.0,
MAKEUP AND HAIRSTYLING,Bicentennial Man,Greg Cannom,1999,M,0.0,
MAKEUP AND HAIRSTYLING,Life,Rick Baker,1999,M,0.0,
DOCUMENTARY (Short Subject),The Wildest Show in the South: The Angola Prison Rodeo,"Simeon Soffer, Jonathan Stack",1999,M,0.0,
MUSIC (Original Score),American Beauty,Thomas Newman,1999,M,0.0,
WRITING (Original Screenplay),Topsy-Turvy,Mike Leigh,1999,M,0.0,
WRITING (Adapted Screenplay),The Green Mile,Frank Darabont,1999,M,0.0,
SHORT FILM (Live Action),"Bror, Min Bror (Teis and Nico)","Henrik Ruben Genz, Michael W. Horsten",1999,M,0.0,
MUSIC (Original Song),"""Blame Canada"" from South Park: Bigger, Longer & Uncut",Music and Lyric by Trey Parker and Marc Shaiman,1999,M,0.0,
MUSIC (Original Song),"""When She Loved Me"" from Toy Story 2",Music and Lyric by Randy Newman,1999,M,0.0,
MUSIC (Original Song),"""You'll Be In My Heart"" from Tarzan",Music and Lyric by Phil Collins,1999,M,0.0,
BEST PICTURE,American Beauty,"Bruce Cohen and Dan Jinks, Producers",1999,M,0.0,
BEST PICTURE,The Cider House Rules,"Richard N. Gladstein, Producer",1999,M,0.0,
MAKEUP AND HAIRSTYLING,Austin Powers: The Spy Who Shagged Me,"Mich̬le Burke, Mike Smithson",1999,X,0.0,2.0
BEST PICTURE,The Green Mile,"David Valdes and Frank Darabont, Producers",1999,M,0.0,
BEST PICTURE,The Sixth Sense,"Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers",1999,X,0.0,2.0
SHORT FILM (Animated),Humdrum,Peter Peake,1999,M,0.0,
SHORT FILM (Animated),The Old Man and the Sea,Alexander Petrov,1999,M,0.0,
SHORT FILM (Animated),3 Misses,Paul Driessen,1999,M,0.0,
MUSIC (Original Score),Angela's Ashes,John Williams,1999,M,0.0,
SHORT FILM (Live Action),Killing Joe,"Mehdi Norowzian, Steve Wax",1999,M,0.0,
SHORT FILM (Live Action),Kleingeld (Small Change),"Marc-Andreas Bochert, Gabriele Lins",1999,X,0.0,2.0
SHORT FILM (Live Action),Major and Minor Miracles,Marcus Olsson,1999,M,0.0,
BEST PICTURE,The Insider,"Michael Mann and Pieter Jan Brugge, Producers",1999,M,0.0,
FILM EDITING,The Sixth Sense,Andrew Mondshein,1999,M,0.0,
FILM EDITING,The Matrix,Zach Staenberg,1999,M,0.0,
FILM EDITING,The Insider,"William Goldenberg, Paul Rubell, David Rosenbloom",1999,M,0.0,
DOCUMENTARY (Short Subject),King Gimp,"Susan Hannah Hadary, William A. Whiteford",1999,X,0.0,2.0
DOCUMENTARY (Feature),Speaking in Strings,"Paola di Florio, Lilibet Foster",1999,F,0.0,
DOCUMENTARY (Feature),On the Ropes,"Nanette Burstein, Brett Morgen",1999,X,0.0,2.0
COSTUME DESIGN,Topsy-Turvy,Lindy Hemming,1999,F,0.0,
COSTUME DESIGN,Titus,Milena Canonero,1999,F,0.0,
MUSIC (Original Song),"""Save Me"" from Magnolia",Music and Lyric by Aimee Mann,1999,F,0.0,
COSTUME DESIGN,Sleepy Hollow,Colleen Atwood,1999,F,0.0,
FILM EDITING,The Cider House Rules,Lisa Zeno Churgin,1999,F,0.0,
COSTUME DESIGN,The Talented Mr. Ripley,"Ann Roth, Gary Jones",1999,X,0.0,2.0
